TDS,EC,pH,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
0.708664191,0.908284024,0.925373134,0.13134389,0.2953777,0.2427054,0.12340449,0.13035862,0.16352229,0.17264505,0.19066371,0.21074298,0.20561312,0.23386657,0.069005944
0.267256565,0.346153846,0.649253731,0.1315676,0.2955425,0.24307434,0.12364292,0.13066253,0.16394602,0.17306393,0.19109435,0.21120009,0.20601429,0.23432124,0.06897711
0.152416055,0.210059172,0.720149254,0.14118235,0.27624506,0.22972016,0.134378,0.14354037,0.17798726,0.18366648,0.19853783,0.21660481,0.20674266,0.23346129,0.06372183
0.055936475,0.076923077,0.481343284,0.14340341,0.27565172,0.23091425,0.1367864,0.14654198,0.18184163,0.18719976,0.20187807,0.21993938,0.20932984,0.23625106,0.06309615
0.068944958,0.094674556,0.447761194,0.14802337,0.2689406,0.22733362,0.14189732,0.15274763,0.18899338,0.19301288,0.20652899,0.22391906,0.21128315,0.23781863,0.060960893
0.447274994,0.612426036,0.712686567,0.14004236,0.27843052,0.23118994,0.13310707,0.14201276,0.17630622,0.1823806,0.19761224,0.2159086,0.20659208,0.23348393,0.06432931
0.238055232,0.325443787,0.578358209,0.14802337,0.2689406,0.22733362,0.14189732,0.15274763,0.18899338,0.19301288,0.20652899,0.22391906,0.21128315,0.23781863,0.060960893
0.140491612,0.192307692,0.53358209,0.14118235,0.27624506,0.22972016,0.134378,0.14354037,0.17798726,0.18366648,0.19853783,0.21660481,0.20674266,0.23346129,0.06372183
0.016911027,0.023668639,0.294776119,0.14340341,0.27565172,0.23091425,0.1367864,0.14654198,0.18184163,0.18719976,0.20187807,0.21993938,0.20932984,0.23625106,0.06309615
0.034255671,0.047337278,0.26119403,0.14802337,0.2689406,0.22733362,0.14189732,0.15274763,0.18899338,0.19301288,0.20652899,0.22391906,0.21128315,0.23781863,0.060960893
0.537250332,0.733727811,0.526119403,0.14004236,0.27843052,0.23118994,0.13310707,0.14201276,0.17630622,0.1823806,0.19761224,0.2159086,0.20659208,0.23348393,0.06432931
0.214206347,0.292899408,0.391791045,0.14802337,0.2689406,0.22733362,0.14189732,0.15274763,0.18899338,0.19301288,0.20652899,0.22391906,0.21128315,0.23781863,0.060960893
0.695113689,0.899408284,0.944029851,0.1251,0.3456,0.258,0.1184,0.1235,0.1472,0.172,0.2177,0.2465,0.2504,0.2788,0.1303
0.695113689,0.905325444,0.936567164,0.1251,0.3456,0.258,0.1184,0.1235,0.1472,0.172,0.2177,0.2465,0.2504,0.2788,0.1303
0.274370579,0.357988166,0.731343284,0.1251,0.3456,0.258,0.1184,0.1235,0.1472,0.172,0.2177,0.2465,0.2504,0.2788,0.1303
0.67817556,0.881656805,0.958955224,0.15972044,0.21069182,0.16060765,0.13169591,0.1268519,0.13368489,0.1414329,0.17540295,0.19489704,0.18337323,0.2089077,0.055210095
0.67817556,0.860946746,0.947761194,0.15972044,0.21069182,0.16060765,0.13169591,0.1268519,0.13368489,0.1414329,0.17540295,0.19489704,0.18337323,0.2089077,0.055210095
0.708664191,0.917159763,0.962686567,0.15902206,0.21071827,0.16082105,0.13123196,0.12649289,0.13345487,0.14123271,0.17521644,0.19473462,0.18322606,0.20877968,0.05494318
0.708664191,0.902366864,0.951492537,0.15902206,0.21071827,0.16082105,0.13123196,0.12649289,0.13345487,0.14123271,0.17521644,0.19473462,0.18322606,0.20877968,0.05494318
0.253706062,0.328402367,0.705223881,0.15841071,0.21076483,0.16103604,0.13083567,0.12619703,0.13328679,0.14108658,0.17507382,0.19461296,0.1831132,0.2086868,0.05470263
0.233719071,0.304733728,0.746268657,0.15841071,0.21076483,0.16103604,0.13083567,0.12619703,0.13328679,0.14108658,0.17507382,0.19461296,0.1831132,0.2086868,0.05470263
0.188324887,0.24556213,0.604477612,0.14173245,0.30610737,0.2479333,0.13522792,0.14168696,0.1722871,0.18362887,0.20802744,0.22996546,0.22427209,0.25386733,0.08016916
0.135477926,0.171597633,0.51119403,0.14455324,0.23720881,0.19810478,0.14496711,0.14521267,0.16095383,0.16942438,0.19811943,0.21600187,0.2040386,0.22882764,0.05457038
0.136155451,0.186390533,0.649253731,0.1610352,0.25040388,0.2106806,0.15411316,0.16255206,0.19291738,0.19567165,0.21531591,0.2328649,0.2158999,0.24373762,0.052379135
0.062440717,0.085798817,0.541044776,0.16100413,0.25037903,0.2106569,0.15409593,0.16251938,0.19285715,0.19562218,0.2152835,0.23283313,0.21587753,0.24370952,0.052383266
0.08195344,0.112426036,0.578358209,0.16536278,0.25386846,0.21398258,0.1565146,0.16710478,0.20130989,0.20256326,0.21983111,0.23729256,0.21901426,0.24765246,0.05180379
0.489552562,0.668639053,0.865671642,0.15929297,0.24900912,0.20935127,0.15314639,0.1607192,0.18953867,0.19289717,0.21349816,0.2310824,0.2146461,0.24216156,0.052610762
0.144827773,0.198224852,0.585820896,0.16135879,0.25066295,0.21092752,0.15429273,0.16289249,0.19354494,0.19618697,0.21565354,0.23319599,0.21613277,0.24403036,0.05233611
0.214206347,0.292899408,0.641791045,0.16536278,0.25386846,0.21398258,0.1565146,0.16710478,0.20130989,0.20256326,0.21983111,0.23729256,0.21901426,0.24765246,0.05180379
0.161901407,0.207100592,0.557835821,0.2013606,0.31291544,0.24803863,0.21212709,0.21398604,0.23207921,0.238284,0.2810146,0.3080483,0.28965563,0.3252602,0.06616157
0.708664191,0.881656805,0.779850746,0.1289545,0.26275203,0.20093837,0.115424186,0.11704418,0.13275231,0.14427711,0.18257675,0.20788853,0.20158394,0.23047876,0.06055077
0.708664191,0.881656805,0.776119403,0.1289393,0.26312882,0.2011963,0.11549602,0.11721492,0.13285755,0.1445785,0.18344514,0.20896266,0.20267312,0.23163222,0.061138567
0.200859102,0.263313609,0.563432836,0.12892456,0.26344803,0.20138995,0.11555965,0.11736784,0.13294089,0.14484501,0.1842419,0.2099485,0.2036728,0.23268804,0.061691817
0.662931245,0.881656805,0.802238806,0.1289545,0.26275203,0.20093837,0.115424186,0.11704418,0.13275231,0.14427711,0.18257675,0.20788853,0.20158394,0.23047876,0.06055077
0.652768368,0.866863905,0.802238806,0.1289393,0.26312882,0.2011963,0.11549602,0.11721492,0.13285755,0.1445785,0.18344514,0.20896266,0.20267312,0.23163222,0.061138567
0.146995854,0.195266272,0.503731343,0.12892456,0.26344803,0.20138995,0.11555965,0.11736784,0.13294089,0.14484501,0.1842419,0.2099485,0.2036728,0.23268804,0.061691817
0.131429714,0.177514793,0.496268657,0.14404733,0.2997104,0.23110603,0.12417082,0.127352,0.1468547,0.16228752,0.20267914,0.22863017,0.22457844,0.2547282,0.08246996
0.61211686,0.822485207,0.96641791,0.14360519,0.30002597,0.23145857,0.12419555,0.12743773,0.14703692,0.16251488,0.20285608,0.2288042,0.22478034,0.25491163,0.082644865
0.61211686,0.822485207,0.970149254,0.14320365,0.30030692,0.23176034,0.12421741,0.1275166,0.14719765,0.16272153,0.20302989,0.2289776,0.22497854,0.25509244,0.08282643
0.095317624,0.127218935,0.305970149,0.15070377,0.28828755,0.2247678,0.13378085,0.13960405,0.16249017,0.17453176,0.210692,0.235197,0.22648743,0.2570297,0.07791558
0.322339359,0.431952663,0.52238806,0.14927578,0.29039523,0.2254814,0.13192555,0.13731727,0.1593922,0.17226616,0.20965932,0.23451622,0.22669235,0.2571316,0.07961752
0.041369685,0.056213018,0.298507463,0.15288582,0.28394812,0.22443001,0.13876821,0.14592208,0.17137969,0.18131362,0.21384558,0.23737854,0.2264422,0.25719967,0.07370776
0.181193935,0.24260355,0.623134328,0.13226321,0.29498735,0.23380435,0.13139175,0.13636164,0.16674167,0.17931566,0.20127599,0.22154671,0.21861382,0.24564357,0.0897007
0.609067996,0.792899408,0.940298507,0.13222314,0.29552853,0.23425649,0.13120766,0.1362817,0.16674463,0.17939508,0.20148219,0.2218164,0.21904375,0.24600948,0.0901164
0.586370904,0.763313609,0.947761194,0.13218154,0.29600877,0.23465252,0.1310384,0.13620715,0.16674073,0.17946184,0.20166571,0.22205636,0.21943064,0.24633434,0.0905079
0.326943142,0.426035503,0.48880597,0.13698418,0.28124318,0.22843486,0.13461442,0.14073886,0.17101826,0.1814919,0.2014646,0.22025529,0.21591902,0.24055949,0.0893109
0.044232229,0.059171598,0.369402985,0.14185059,0.27237895,0.22717084,0.1373683,0.14467718,0.17582083,0.18442872,0.202676,0.22052835,0.21507141,0.23816942,0.08748302
0.169303369,0.227810651,0.451492537,0.13834019,0.27822492,0.22758077,0.13554426,0.14189264,0.17230852,0.18219902,0.20157912,0.22004399,0.21524775,0.2395106,0.08845795
0.15653202,0.210059172,0.414179104,0.14185059,0.27237895,0.22717084,0.1373683,0.14467718,0.17582083,0.18442872,0.202676,0.22052835,0.21507141,0.23816942,0.08748302
0.05942573,0.079881657,0.302238806,0.13546276,0.3088495,0.24610774,0.13024823,0.13653949,0.16933554,0.18159474,0.20438187,0.22683574,0.22609183,0.25314978,0.09937469
0.563673812,0.733727811,0.854477612,0.13544597,0.30940425,0.24657793,0.13032465,0.13674718,0.1696709,0.18205947,0.20498273,0.22749773,0.22681901,0.25386444,0.10012111
0.586370904,0.763313609,0.839552239,0.1354264,0.3099023,0.24699077,0.13039212,0.1369355,0.16997188,0.18248159,0.20553255,0.22810143,0.22748373,0.25451297,0.100824565
0.631765088,0.822485207,0.492537313,0.14068367,0.29415506,0.23777632,0.13552764,0.14296952,0.17572162,0.18606773,0.20729004,0.22824192,0.22467686,0.2503817,0.09777634
0.048415946,0.065088757,0.242537313,0.1458777,0.28357172,0.23392239,0.1405628,0.14899106,0.18251714,0.19086716,0.21033642,0.2303863,0.22422253,0.24954432,0.093642086
0.032782054,0.044378698,0.194029851,0.14211068,0.2906739,0.23619388,0.1368293,0.14442024,0.17724575,0.18693084,0.20755413,0.22819099,0.22385445,0.24944586,0.09601234
0.10060232,0.136094675,0.294776119,0.1458777,0.28357172,0.23392239,0.1405628,0.14899106,0.18251714,0.19086716,0.21033642,0.2303863,0.22422253,0.24954432,0.093642086
0.180753543,0.24260355,0.656716418,0.12561783,0.25363824,0.19727525,0.11162222,0.11379026,0.12274624,0.1408828,0.19140907,0.21601544,0.21036825,0.23606613,0.07443565
0.586370904,0.763313609,0.902985075,0.12559028,0.25429428,0.19780445,0.111687765,0.113975026,0.1230284,0.14129254,0.19208722,0.21678522,0.21118058,0.23688762,0.07515096
0.563673812,0.733727811,0.902985075,0.12556253,0.2548874,0.19827032,0.11174637,0.11414488,0.123283625,0.14166887,0.19271958,0.21750034,0.21193442,0.23764738,0.07582872
0.169303369,0.227810651,0.294776119,0.13659586,0.2551089,0.20221929,0.12418318,0.12984127,0.14497264,0.16059026,0.20596293,0.22842917,0.219569,0.24517694,0.07947406
0.330266403,0.443786982,0.339552239,0.1343891,0.25496048,0.20095243,0.12176499,0.12689438,0.14077036,0.15709276,0.2039594,0.22685233,0.2186253,0.24417254,0.07970272
0.048636142,0.065088757,0.27238806,0.1423547,0.25788754,0.20767717,0.13080493,0.1382376,0.15707305,0.17120896,0.21341707,0.23509338,0.22471571,0.2505531,0.080999695
0.16159652,0.215976331,0.317164179,0.1423547,0.25788754,0.20767717,0.13080493,0.1382376,0.15707305,0.17120896,0.21341707,0.23509338,0.22471571,0.2505531,0.080999695
0.119047942,0.218934911,0.417910448,0.123074725,0.24665438,0.16829595,0.10955318,0.11632102,0.12435932,0.15463713,0.22589087,0.26033664,0.25963607,0.29122627,0.09822547
0.587278788,0.763313609,0.794776119,0.12296541,0.24662589,0.16811347,0.10945928,0.11631572,0.12429896,0.15483437,0.22649792,0.26107073,0.2604771,0.2920963,0.099031016
0.583420282,0.76035503,0.791044776,0.123074725,0.24665438,0.16829595,0.10955318,0.11632102,0.12435932,0.15463713,0.22589087,0.26033664,0.25963607,0.29122627,0.09822547
0.099428955,0.099428955,0.292592593,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.097413504,0.097413504,0.418518519,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.100436681,0.100436681,0.381481481,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.993281827,0.993281827,0.974074074,0.13505812,0.25767913,0.1994269,0.123952664,0.12721254,0.14793575,0.1590486,0.1901494,0.21205758,0.20490174,0.23232624,0.068811156
1,1,0.977777778,0.13505812,0.25767913,0.1994269,0.123952664,0.12721254,0.14793575,0.1590486,0.1901494,0.21205758,0.20490174,0.23232624,0.068811156
0.993281827,0.993281827,0.977777778,0.13505812,0.25767913,0.1994269,0.123952664,0.12721254,0.14793575,0.1590486,0.1901494,0.21205758,0.20490174,0.23232624,0.068811156
0.025864965,0.025864965,0.444444444,0.13575959,0.259958,0.20215704,0.1251071,0.12891465,0.1503945,0.16099809,0.19025595,0.21152464,0.2046777,0.23129664,0.07013752
0.04165267,0.04165267,0.440740741,0.13575959,0.259958,0.20215704,0.1251071,0.12891465,0.1503945,0.16099809,0.19025595,0.21152464,0.2046777,0.23129664,0.07013752
0.019818609,0.019818609,0.47037037,0.13575959,0.259958,0.20215704,0.1251071,0.12891465,0.1503945,0.16099809,0.19025595,0.21152464,0.2046777,0.23129664,0.07013752
0.12764528,0.12764528,0.577777778,0.13685429,0.25608668,0.19956182,0.12585874,0.12955755,0.15080488,0.16093655,0.19039442,0.21175857,0.20397875,0.2312637,0.06754858
0.128653006,0.128653006,0.566666667,0.13685429,0.25608668,0.19956182,0.12585874,0.12955755,0.15080488,0.16093655,0.19039442,0.21175857,0.20397875,0.2312637,0.06754858
0.127981189,0.127981189,0.455555556,0.13685429,0.25608668,0.19956182,0.12585874,0.12955755,0.15080488,0.16093655,0.19039442,0.21175857,0.20397875,0.2312637,0.06754858
0.132012093,0.132012093,0.296296296,0.13661613,0.25567123,0.19896543,0.12552936,0.1290972,0.15017094,0.16044225,0.19031174,0.21181345,0.20401107,0.231448,0.06737444
0.132012093,0.132012093,0.337037037,0.13661613,0.25567123,0.19896543,0.12552936,0.1290972,0.15017094,0.16044225,0.19031174,0.21181345,0.20401107,0.231448,0.06737444
0.13268391,0.13268391,0.340740741,0.13661613,0.25567123,0.19896543,0.12552936,0.1290972,0.15017094,0.16044225,0.19031174,0.21181345,0.20401107,0.231448,0.06737444
0.172321129,0.172321129,0.403703704,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.168290225,0.168290225,0.444444444,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.17433658,0.17433658,0.42962963,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.102452133,0.102452133,0.259259259,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.101444407,0.101444407,0.314814815,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.101780316,0.101780316,0.3,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.667450453,0.667450453,0.52962963,0.13505812,0.25767913,0.1994269,0.123952664,0.12721254,0.14793575,0.1590486,0.1901494,0.21205758,0.20490174,0.23232624,0.068811156
0.657373194,0.657373194,0.525925926,0.13505812,0.25767913,0.1994269,0.123952664,0.12721254,0.14793575,0.1590486,0.1901494,0.21205758,0.20490174,0.23232624,0.068811156
0.660732281,0.660732281,0.551851852,0.13505812,0.25767913,0.1994269,0.123952664,0.12721254,0.14793575,0.1590486,0.1901494,0.21205758,0.20490174,0.23232624,0.068811156
0.034262681,0.034262681,0.433333333,0.13575959,0.259958,0.20215704,0.1251071,0.12891465,0.1503945,0.16099809,0.19025595,0.21152464,0.2046777,0.23129664,0.07013752
0.033926772,0.033926772,0.466666667,0.13575959,0.259958,0.20215704,0.1251071,0.12891465,0.1503945,0.16099809,0.19025595,0.21152464,0.2046777,0.23129664,0.07013752
0.026200873,0.026200873,0.474074074,0.13575959,0.259958,0.20215704,0.1251071,0.12891465,0.1503945,0.16099809,0.19025595,0.21152464,0.2046777,0.23129664,0.07013752
0.184749748,0.184749748,0.525925926,0.13685429,0.25608668,0.19956182,0.12585874,0.12955755,0.15080488,0.16093655,0.19039442,0.21175857,0.20397875,0.2312637,0.06754858
0.182734296,0.182734296,0.525925926,0.13685429,0.25608668,0.19956182,0.12585874,0.12955755,0.15080488,0.16093655,0.19039442,0.21175857,0.20397875,0.2312637,0.06754858
0.182734296,0.182734296,0.52962963,0.13685429,0.25608668,0.19956182,0.12585874,0.12955755,0.15080488,0.16093655,0.19039442,0.21175857,0.20397875,0.2312637,0.06754858
0.184413839,0.184413839,0.525925926,0.13661613,0.25567123,0.19896543,0.12552936,0.1290972,0.15017094,0.16044225,0.19031174,0.21181345,0.20401107,0.231448,0.06737444
0.189788378,0.189788378,0.52962963,0.13661613,0.25567123,0.19896543,0.12552936,0.1290972,0.15017094,0.16044225,0.19031174,0.21181345,0.20401107,0.231448,0.06737444
0.187772926,0.187772926,0.514814815,0.13661613,0.25567123,0.19896543,0.12552936,0.1290972,0.15017094,0.16044225,0.19031174,0.21181345,0.20401107,0.231448,0.06737444
0.231105139,0.231105139,0.511111111,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.229425596,0.229425596,0.507407407,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.231441048,0.231441048,0.514814815,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.711118576,0.711118576,0.911111111,0.12819989,0.26411945,0.19925104,0.11613968,0.11735327,0.13540098,0.15111256,0.19156158,0.21680991,0.21141535,0.24069045,0.071333215
0.731273094,0.731273094,0.911111111,0.12819989,0.26411945,0.19925104,0.11613968,0.11735327,0.13540098,0.15111256,0.19156158,0.21680991,0.21141535,0.24069045,0.071333215
0.737991266,0.737991266,0.911111111,0.12819989,0.26411945,0.19925104,0.11613968,0.11735327,0.13540098,0.15111256,0.19156158,0.21680991,0.21141535,0.24069045,0.071333215
0.714477662,0.714477662,0.896296296,0.1282077,0.26469526,0.19978976,0.11620653,0.11748067,0.13561136,0.15132862,0.19166017,0.21687384,0.21155953,0.2407405,0.07159064
0.731273094,0.731273094,0.9,0.1282077,0.26469526,0.19978976,0.11620653,0.11748067,0.13561136,0.15132862,0.19166017,0.21687384,0.21155953,0.2407405,0.07159064
0.714477662,0.714477662,0.9,0.1282077,0.26469526,0.19978976,0.11620653,0.11748067,0.13561136,0.15132862,0.19166017,0.21687384,0.21155953,0.2407405,0.07159064
0.724554921,0.724554921,0.755555556,0.1282107,0.2652139,0.20027138,0.116265334,0.11759497,0.13580282,0.15152255,0.19173487,0.21691144,0.21167415,0.2407634,0.07183769
0.731273094,0.731273094,0.762962963,0.1282107,0.2652139,0.20027138,0.116265334,0.11759497,0.13580282,0.15152255,0.19173487,0.21691144,0.21167415,0.2407634,0.07183769
0.73463218,0.73463218,0.785185185,0.1282107,0.2652139,0.20027138,0.116265334,0.11759497,0.13580282,0.15152255,0.19173487,0.21691144,0.21167415,0.2407634,0.07183769
0.684245885,0.684245885,0.911111111,0.12819989,0.26411945,0.19925104,0.11613968,0.11735327,0.13540098,0.15111256,0.19156158,0.21680991,0.21141535,0.24069045,0.071333215
0.690964058,0.690964058,0.914814815,0.12819989,0.26411945,0.19925104,0.11613968,0.11735327,0.13540098,0.15111256,0.19156158,0.21680991,0.21141535,0.24069045,0.071333215
0.684245885,0.684245885,0.918518519,0.12819989,0.26411945,0.19925104,0.11613968,0.11735327,0.13540098,0.15111256,0.19156158,0.21680991,0.21141535,0.24069045,0.071333215
0.694323144,0.694323144,0.914814815,0.1282077,0.26469526,0.19978976,0.11620653,0.11748067,0.13561136,0.15132862,0.19166017,0.21687384,0.21155953,0.2407405,0.07159064
0.687604971,0.687604971,0.914814815,0.1282077,0.26469526,0.19978976,0.11620653,0.11748067,0.13561136,0.15132862,0.19166017,0.21687384,0.21155953,0.2407405,0.07159064
0.694323144,0.694323144,0.911111111,0.1282077,0.26469526,0.19978976,0.11620653,0.11748067,0.13561136,0.15132862,0.19166017,0.21687384,0.21155953,0.2407405,0.07159064
0.993281827,0.993281827,1,0.1282107,0.2652139,0.20027138,0.116265334,0.11759497,0.13580282,0.15152255,0.19173487,0.21691144,0.21167415,0.2407634,0.07183769
0.996640914,0.996640914,0.988888889,0.1282107,0.2652139,0.20027138,0.116265334,0.11759497,0.13580282,0.15152255,0.19173487,0.21691144,0.21167415,0.2407634,0.07183769
0.993281827,0.993281827,0.985185185,0.1282107,0.2652139,0.20027138,0.116265334,0.11759497,0.13580282,0.15152255,0.19173487,0.21691144,0.21167415,0.2407634,0.07183769
